index,force_label
572,2.0
573,2.0
574,2.0
575,2.0
576,2.0
577,2.0
578,2.0
579,2.0
580,2.0
581,2.0
582,2.0
583,2.0
584,2.0
585,2.0
586,2.0
587,2.0
588,2.0
589,2.0
590,2.0
591,2.0
592,2.0
593,2.0
594,2.0
595,2.0
596,2.0
597,2.0
598,2.0
599,2.0
600,2.0
601,2.0
602,2.0
603,2.0
604,2.0
605,2.0
606,2.0
607,2.0
608,2.0
609,2.0
610,2.0
611,2.0
612,2.0
613,2.0
614,2.0
615,2.0
616,2.0
617,2.0
618,2.0
619,2.0
620,2.0
621,2.0
622,2.0
623,2.0
624,2.0
625,2.0
626,2.0
627,2.0
628,2.0
629,2.0
630,2.0
631,2.0
632,2.0
633,2.0
634,2.0
635,2.0
636,2.0
